# conv2 output: 8x8x16
# Format: channel, y, x, value
0, 0, 0, 0
0, 0, 1, 0
0, 0, 2, 0
0, 0, 3, 73
0, 0, 4, 127
0, 0, 5, 0
0, 0, 6, 0
0, 0, 7, 0
0, 1, 0, 0
0, 1, 1, 0
0, 1, 2, 0
0, 1, 3, 127
0, 1, 4, 127
0, 1, 5, 0
0, 1, 6, 0
0, 1, 7, 0
0, 2, 0, 0
0, 2, 1, 0
0, 2, 2, 92
0, 2, 3, 127
0, 2, 4, 59
0, 2, 5, 0
0, 2, 6, 0
0, 2, 7, 0
0, 3, 0, 0
0, 3, 1, 0
0, 3, 2, 104
0, 3, 3, 118
0, 3, 4, 0
0, 3, 5, 0
0, 3, 6, 0
0, 3, 7, 42
0, 4, 0, 0
0, 4, 1, 0
0, 4, 2, 0
0, 4, 3, 0
0, 4, 4, 0
0, 4, 5, 0
0, 4, 6, 0
0, 4, 7, 127
0, 5, 0, 0
0, 5, 1, 0
0, 5, 2, 0
0, 5, 3, 0
0, 5, 4, 0
0, 5, 5, 0
0, 5, 6, 0
0, 5, 7, 127
0, 6, 0, 0
0, 6, 1, 0
0, 6, 2, 0
0, 6, 3, 0
0, 6, 4, 0
0, 6, 5, 0
0, 6, 6, 0
0, 6, 7, 127
0, 7, 0, 0
0, 7, 1, 0
0, 7, 2, 0
0, 7, 3, 0
0, 7, 4, 0
0, 7, 5, 0
0, 7, 6, 0
0, 7, 7, 127
1, 0, 0, 0
1, 0, 1, 43
1, 0, 2, 12
1, 0, 3, 0
1, 0, 4, 0
1, 0, 5, 0
1, 0, 6, 47
1, 0, 7, 29
1, 1, 0, 0
1, 1, 1, 46
1, 1, 2, 0
1, 1, 3, 0
1, 1, 4, 0
1, 1, 5, 0
1, 1, 6, 64
1, 1, 7, 2
1, 2, 0, 1
1, 2, 1, 48
1, 2, 2, 0
1, 2, 3, 0
1, 2, 4, 0
1, 2, 5, 0
1, 2, 6, 53
1, 2, 7, 0
1, 3, 0, 14
1, 3, 1, 0
1, 3, 2, 0
1, 3, 3, 0
1, 3, 4, 0
1, 3, 5, 5
1, 3, 6, 58
1, 3, 7, 0
1, 4, 0, 0
1, 4, 1, 0
1, 4, 2, 0
1, 4, 3, 0
1, 4, 4, 0
1, 4, 5, 44
1, 4, 6, 62
1, 4, 7, 0
1, 5, 0, 0
1, 5, 1, 44
1, 5, 2, 0
1, 5, 3, 0
1, 5, 4, 0
1, 5, 5, 15
1, 5, 6, 0
1, 5, 7, 0
1, 6, 0, 7
1, 6, 1, 20
1, 6, 2, 0
1, 6, 3, 0
1, 6, 4, 0
1, 6, 5, 16
1, 6, 6, 0
1, 6, 7, 0
1, 7, 0, 0
1, 7, 1, 0
1, 7, 2, 0
1, 7, 3, 0
1, 7, 4, 0
1, 7, 5, 110
1, 7, 6, 36
1, 7, 7, 0
2, 0, 0, 0
2, 0, 1, 0
2, 0, 2, 33
2, 0, 3, 0
2, 0, 4, 0
2, 0, 5, 0
2, 0, 6, 1
2, 0, 7, 23
2, 1, 0, 0
2, 1, 1, 0
2, 1, 2, 0
2, 1, 3, 0
2, 1, 4, 0
2, 1, 5, 0
2, 1, 6, 0
2, 1, 7, 5
2, 2, 0, 0
2, 2, 1, 0
2, 2, 2, 0
2, 2, 3, 0
2, 2, 4, 0
2, 2, 5, 0
2, 2, 6, 0
2, 2, 7, 0
2, 3, 0, 0
2, 3, 1, 0
2, 3, 2, 0
2, 3, 3, 0
2, 3, 4, 0
2, 3, 5, 0
2, 3, 6, 0
2, 3, 7, 0
2, 4, 0, 42
2, 4, 1, 127
2, 4, 2, 127
2, 4, 3, 127
2, 4, 4, 79
2, 4, 5, 11
2, 4, 6, 0
2, 4, 7, 0
2, 5, 0, 0
2, 5, 1, 9
2, 5, 2, 102
2, 5, 3, 78
2, 5, 4, 47
2, 5, 5, 0
2, 5, 6, 25
2, 5, 7, 0
2, 6, 0, 0
2, 6, 1, 0
2, 6, 2, 0
2, 6, 3, 0
2, 6, 4, 0
2, 6, 5, 0
2, 6, 6, 0
2, 6, 7, 0
2, 7, 0, 0
2, 7, 1, 0
2, 7, 2, 0
2, 7, 3, 0
2, 7, 4, 0
2, 7, 5, 0
2, 7, 6, 0
2, 7, 7, 0
3, 0, 0, 0
3, 0, 1, 0
3, 0, 2, 0
3, 0, 3, 0
3, 0, 4, 0
3, 0, 5, 0
3, 0, 6, 0
3, 0, 7, 0
3, 1, 0, 0
3, 1, 1, 0
3, 1, 2, 0
3, 1, 3, 0
3, 1, 4, 0
3, 1, 5, 0
3, 1, 6, 0
3, 1, 7, 0
3, 2, 0, 0
3, 2, 1, 0
3, 2, 2, 0
3, 2, 3, 0
3, 2, 4, 0
3, 2, 5, 0
3, 2, 6, 0
3, 2, 7, 0
3, 3, 0, 0
3, 3, 1, 0
3, 3, 2, 0
3, 3, 3, 0
3, 3, 4, 20
3, 3, 5, 6
3, 3, 6, 4
3, 3, 7, 6
3, 4, 0, 0
3, 4, 1, 0
3, 4, 2, 0
3, 4, 3, 0
3, 4, 4, 0
3, 4, 5, 0
3, 4, 6, 0
3, 4, 7, 0
3, 5, 0, 68
3, 5, 1, 0
3, 5, 2, 0
3, 5, 3, 0
3, 5, 4, 0
3, 5, 5, 0
3, 5, 6, 0
3, 5, 7, 0
3, 6, 0, 127
3, 6, 1, 127
3, 6, 2, 117
3, 6, 3, 70
3, 6, 4, 27
3, 6, 5, 0
3, 6, 6, 0
3, 6, 7, 0
3, 7, 0, 81
3, 7, 1, 127
3, 7, 2, 127
3, 7, 3, 127
3, 7, 4, 127
3, 7, 5, 64
3, 7, 6, 0
3, 7, 7, 0
4, 0, 0, 19
4, 0, 1, 1
4, 0, 2, 0
4, 0, 3, 33
4, 0, 4, 103
4, 0, 5, 26
4, 0, 6, 8
4, 0, 7, 0
4, 1, 0, 12
4, 1, 1, 0
4, 1, 2, 0
4, 1, 3, 51
4, 1, 4, 81
4, 1, 5, 6
4, 1, 6, 0
4, 1, 7, 0
4, 2, 0, 0
4, 2, 1, 0
4, 2, 2, 0
4, 2, 3, 63
4, 2, 4, 0
4, 2, 5, 0
4, 2, 6, 0
4, 2, 7, 0
4, 3, 0, 0
4, 3, 1, 0
4, 3, 2, 108
4, 3, 3, 127
4, 3, 4, 83
4, 3, 5, 39
4, 3, 6, 0
4, 3, 7, 0
4, 4, 0, 0
4, 4, 1, 0
4, 4, 2, 127
4, 4, 3, 127
4, 4, 4, 96
4, 4, 5, 4
4, 4, 6, 0
4, 4, 7, 44
4, 5, 0, 0
4, 5, 1, 0
4, 5, 2, 0
4, 5, 3, 0
4, 5, 4, 0
4, 5, 5, 0
4, 5, 6, 0
4, 5, 7, 49
4, 6, 0, 0
4, 6, 1, 0
4, 6, 2, 0
4, 6, 3, 0
4, 6, 4, 0
4, 6, 5, 0
4, 6, 6, 0
4, 6, 7, 82
4, 7, 0, 0
4, 7, 1, 0
4, 7, 2, 0
4, 7, 3, 0
4, 7, 4, 0
4, 7, 5, 0
4, 7, 6, 0
4, 7, 7, 83
5, 0, 0, 0
5, 0, 1, 0
5, 0, 2, 0
5, 0, 3, 0
5, 0, 4, 0
5, 0, 5, 0
5, 0, 6, 0
5, 0, 7, 0
5, 1, 0, 0
5, 1, 1, 0
5, 1, 2, 0
5, 1, 3, 0
5, 1, 4, 0
5, 1, 5, 0
5, 1, 6, 0
5, 1, 7, 0
5, 2, 0, 0
5, 2, 1, 0
5, 2, 2, 0
5, 2, 3, 0
5, 2, 4, 47
5, 2, 5, 0
5, 2, 6, 0
5, 2, 7, 0
5, 3, 0, 0
5, 3, 1, 0
5, 3, 2, 0
5, 3, 3, 0
5, 3, 4, 0
5, 3, 5, 0
5, 3, 6, 0
5, 3, 7, 0
5, 4, 0, 0
5, 4, 1, 0
5, 4, 2, 0
5, 4, 3, 0
5, 4, 4, 0
5, 4, 5, 0
5, 4, 6, 0
5, 4, 7, 0
5, 5, 0, 51
5, 5, 1, 92
5, 5, 2, 127
5, 5, 3, 114
5, 5, 4, 0
5, 5, 5, 0
5, 5, 6, 0
5, 5, 7, 0
5, 6, 0, 124
5, 6, 1, 127
5, 6, 2, 127
5, 6, 3, 127
5, 6, 4, 98
5, 6, 5, 0
5, 6, 6, 0
5, 6, 7, 0
5, 7, 0, 0
5, 7, 1, 21
5, 7, 2, 8
5, 7, 3, 0
5, 7, 4, 0
5, 7, 5, 0
5, 7, 6, 0
5, 7, 7, 0
6, 0, 0, 0
6, 0, 1, 0
6, 0, 2, 0
6, 0, 3, 0
6, 0, 4, 0
6, 0, 5, 0
6, 0, 6, 0
6, 0, 7, 0
6, 1, 0, 0
6, 1, 1, 0
6, 1, 2, 0
6, 1, 3, 0
6, 1, 4, 0
6, 1, 5, 0
6, 1, 6, 0
6, 1, 7, 0
6, 2, 0, 3
6, 2, 1, 30
6, 2, 2, 16
6, 2, 3, 0
6, 2, 4, 0
6, 2, 5, 0
6, 2, 6, 0
6, 2, 7, 0
6, 3, 0, 0
6, 3, 1, 0
6, 3, 2, 0
6, 3, 3, 0
6, 3, 4, 0
6, 3, 5, 0
6, 3, 6, 14
6, 3, 7, 18
6, 4, 0, 0
6, 4, 1, 0
6, 4, 2, 0
6, 4, 3, 0
6, 4, 4, 0
6, 4, 5, 28
6, 4, 6, 69
6, 4, 7, 18
6, 5, 0, 127
6, 5, 1, 127
6, 5, 2, 68
6, 5, 3, 0
6, 5, 4, 0
6, 5, 5, 0
6, 5, 6, 29
6, 5, 7, 0
6, 6, 0, 31
6, 6, 1, 28
6, 6, 2, 0
6, 6, 3, 0
6, 6, 4, 0
6, 6, 5, 0
6, 6, 6, 1
6, 6, 7, 0
6, 7, 0, 0
6, 7, 1, 0
6, 7, 2, 0
6, 7, 3, 0
6, 7, 4, 0
6, 7, 5, 19
6, 7, 6, 40
6, 7, 7, 8
7, 0, 0, 0
7, 0, 1, 0
7, 0, 2, 0
7, 0, 3, 0
7, 0, 4, 0
7, 0, 5, 0
7, 0, 6, 0
7, 0, 7, 0
7, 1, 0, 0
7, 1, 1, 0
7, 1, 2, 0
7, 1, 3, 0
7, 1, 4, 0
7, 1, 5, 0
7, 1, 6, 0
7, 1, 7, 0
7, 2, 0, 0
7, 2, 1, 0
7, 2, 2, 6
7, 2, 3, 0
7, 2, 4, 0
7, 2, 5, 0
7, 2, 6, 0
7, 2, 7, 0
7, 3, 0, 0
7, 3, 1, 0
7, 3, 2, 127
7, 3, 3, 59
7, 3, 4, 0
7, 3, 5, 0
7, 3, 6, 0
7, 3, 7, 62
7, 4, 0, 0
7, 4, 1, 46
7, 4, 2, 127
7, 4, 3, 101
7, 4, 4, 0
7, 4, 5, 0
7, 4, 6, 10
7, 4, 7, 117
7, 5, 0, 0
7, 5, 1, 49
7, 5, 2, 81
7, 5, 3, 30
7, 5, 4, 0
7, 5, 5, 0
7, 5, 6, 83
7, 5, 7, 127
7, 6, 0, 31
7, 6, 1, 46
7, 6, 2, 39
7, 6, 3, 0
7, 6, 4, 0
7, 6, 5, 0
7, 6, 6, 127
7, 6, 7, 127
7, 7, 0, 85
7, 7, 1, 102
7, 7, 2, 92
7, 7, 3, 70
7, 7, 4, 0
7, 7, 5, 23
7, 7, 6, 127
7, 7, 7, 127
8, 0, 0, 0
8, 0, 1, 23
8, 0, 2, 62
8, 0, 3, 0
8, 0, 4, 0
8, 0, 5, 0
8, 0, 6, 0
8, 0, 7, 14
8, 1, 0, 26
8, 1, 1, 126
8, 1, 2, 0
8, 1, 3, 0
8, 1, 4, 0
8, 1, 5, 27
8, 1, 6, 48
8, 1, 7, 21
8, 2, 0, 116
8, 2, 1, 122
8, 2, 2, 0
8, 2, 3, 0
8, 2, 4, 0
8, 2, 5, 45
8, 2, 6, 112
8, 2, 7, 0
8, 3, 0, 127
8, 3, 1, 18
8, 3, 2, 0
8, 3, 3, 0
8, 3, 4, 35
8, 3, 5, 127
8, 3, 6, 127
8, 3, 7, 0
8, 4, 0, 115
8, 4, 1, 0
8, 4, 2, 0
8, 4, 3, 0
8, 4, 4, 111
8, 4, 5, 127
8, 4, 6, 27
8, 4, 7, 0
8, 5, 0, 61
8, 5, 1, 0
8, 5, 2, 0
8, 5, 3, 41
8, 5, 4, 121
8, 5, 5, 125
8, 5, 6, 0
8, 5, 7, 0
8, 6, 0, 35
8, 6, 1, 0
8, 6, 2, 0
8, 6, 3, 0
8, 6, 4, 106
8, 6, 5, 104
8, 6, 6, 0
8, 6, 7, 0
8, 7, 0, 6
8, 7, 1, 23
8, 7, 2, 0
8, 7, 3, 27
8, 7, 4, 127
8, 7, 5, 127
8, 7, 6, 0
8, 7, 7, 0
9, 0, 0, 82
9, 0, 1, 20
9, 0, 2, 0
9, 0, 3, 3
9, 0, 4, 42
9, 0, 5, 74
9, 0, 6, 21
9, 0, 7, 0
9, 1, 0, 36
9, 1, 1, 0
9, 1, 2, 0
9, 1, 3, 20
9, 1, 4, 28
9, 1, 5, 43
9, 1, 6, 0
9, 1, 7, 0
9, 2, 0, 0
9, 2, 1, 0
9, 2, 2, 2
9, 2, 3, 64
9, 2, 4, 59
9, 2, 5, 0
9, 2, 6, 0
9, 2, 7, 0
9, 3, 0, 0
9, 3, 1, 0
9, 3, 2, 19
9, 3, 3, 79
9, 3, 4, 10
9, 3, 5, 0
9, 3, 6, 0
9, 3, 7, 0
9, 4, 0, 0
9, 4, 1, 0
9, 4, 2, 0
9, 4, 3, 108
9, 4, 4, 0
9, 4, 5, 0
9, 4, 6, 30
9, 4, 7, 30
9, 5, 0, 0
9, 5, 1, 0
9, 5, 2, 0
9, 5, 3, 0
9, 5, 4, 0
9, 5, 5, 0
9, 5, 6, 0
9, 5, 7, 6
9, 6, 0, 0
9, 6, 1, 0
9, 6, 2, 0
9, 6, 3, 0
9, 6, 4, 0
9, 6, 5, 0
9, 6, 6, 0
9, 6, 7, 24
9, 7, 0, 0
9, 7, 1, 0
9, 7, 2, 0
9, 7, 3, 0
9, 7, 4, 0
9, 7, 5, 0
9, 7, 6, 0
9, 7, 7, 5
10, 0, 0, 0
10, 0, 1, 0
10, 0, 2, 62
10, 0, 3, 33
10, 0, 4, 26
10, 0, 5, 9
10, 0, 6, 0
10, 0, 7, 2
10, 1, 0, 0
10, 1, 1, 17
10, 1, 2, 85
10, 1, 3, 10
10, 1, 4, 26
10, 1, 5, 0
10, 1, 6, 0
10, 1, 7, 0
10, 2, 0, 0
10, 2, 1, 79
10, 2, 2, 82
10, 2, 3, 19
10, 2, 4, 0
10, 2, 5, 0
10, 2, 6, 25
10, 2, 7, 25
10, 3, 0, 34
10, 3, 1, 0
10, 3, 2, 0
10, 3, 3, 0
10, 3, 4, 0
10, 3, 5, 0
10, 3, 6, 56
10, 3, 7, 8
10, 4, 0, 35
10, 4, 1, 0
10, 4, 2, 0
10, 4, 3, 0
10, 4, 4, 0
10, 4, 5, 0
10, 4, 6, 0
10, 4, 7, 0
10, 5, 0, 58
10, 5, 1, 0
10, 5, 2, 0
10, 5, 3, 0
10, 5, 4, 12
10, 5, 5, 56
10, 5, 6, 0
10, 5, 7, 0
10, 6, 0, 17
10, 6, 1, 13
10, 6, 2, 38
10, 6, 3, 32
10, 6, 4, 70
